source  ConsolidationCd               accountid            MappingFormula
BHC        Consolidated     9325       (   +  BHCKG311  +  BHCKG323  +  BHCKK149  +  BHCKK157 )
BHC        Consolidated     5000000                ( case when  ( BHCWA223 != 0.0 or BHCAA223 != 0.0  or BHCWP793 != 0.0  or BHCAP793 != 0.0  or BHCW7206 != 0.0  or BHCA7206 != 0.0  or BHCW7205 != 0.0  or BHCA7205 != 0.0 or BHCW3792 != 0.0 or BHCA3792 != 0.0 or BHCA8274 != 0.0 or BHCAP859 != 0.0 or BHCAP840 != 0.0 or BHCAP742 != 0.0 or BHCT3247 != 0.0 or BHCAB530 != 0.0 ) then 3 when  ( BHCK7206 != 0.0 or BHCK7205 != 0.0  or BHCKA223 != 0.0  or BHCK1651 != 0.0  or BHCK3128 != 0.0  or BHCK8274 != 0.0  or BHCKG218 != 0.0  or BHCKG217 != 0.0 or BHCKB595 != 0.0 or BHCK1395 != 0.0 ) then 1 else 0 end )
BHC        Unconsolidated                2              ( BHCP5993 + BHSP5993 ) 
BHC        Unconsolidated                8              ( BHCP0010 + BHSP0010 ) 
BHC        Unconsolidated                12           ( BHCP0277 ) 
BHC        Unconsolidated                40           ( BHCP0400 ) 
BHC        Unconsolidated                44           ( BHCP6791 ) 
BHC        Unconsolidated                59           ( BHCP1299 ) 
BHC        Unconsolidated                74           ( BHCP0362 + BHCP0363 + BHCP2165 ) 
BHC        Unconsolidated                113         ( BHCP3123 + BHSP3123 ) 
BHC        Unconsolidated                133         ( BHCP2125 + BHSP2125 ) 
BHC        Unconsolidated                175         ( BHCP2145 + BHSP2145 ) 
BHC        Unconsolidated                181         ( BHCP0365 ) 
BHC        Unconsolidated                183         ( BHCP3163 ) 
BHC        Unconsolidated                187         ( BHCP3165 ) 
BHC        Unconsolidated                196         ( BHCP3602 + BHSP3602 ) + ( BHCP3603 ) + ( BHCP3604 ) 
BHC        Unconsolidated                233         ( BHCP2160 ) 
BHC        Unconsolidated                234         ( BHCP2170 + BHSP2170 ) 
BHC        Unconsolidated                258         ( BHCP2200 ) 
BHC        Unconsolidated                265         ( BHCP0279 ) 
BHC        Unconsolidated                269         ( BHCP2309 + BHSP2309 ) 
BHC        Unconsolidated                271         ( BHCP2332 ) 
BHC        Unconsolidated                284         ( BHCP0368 ) 
BHC        Unconsolidated                287         ( BHCP4062 ) 
BHC        Unconsolidated                294         ( BHCP3605 + BHSP3605 ) + ( BHCP3606 ) + ( BHCP3607 ) 
BHC        Unconsolidated                296         ( BHCP2930 ) 
BHC        Unconsolidated                332         ( BHCP2930 ) 
BHC        Unconsolidated                340         ( BHCP3283 + BHSP3283 ) 
BHC        Unconsolidated                342         ( BHCP3230 + BHSP3230 ) 
BHC        Unconsolidated                343         ( BHCP3240 ) 
BHC        Unconsolidated                348         ( BHCP3247 + BHSP3247 ) 
BHC        Unconsolidated                354         ( BHCPB530 + BHSPB530 ) 
BHC        Unconsolidated                372         ( BHCPA130 + BHSPA130 ) 
BHC        Unconsolidated                379         ( BHCP3210 + BHSP3210 ) 
BHC        Unconsolidated                380         ( BHCP3300 + BHSP3300 ) 
BHC        Unconsolidated                382         ( BHCP0207 ) + ( BHCP0512 ) + ( BHCP1276 ) 
BHC        Unconsolidated                383         ( BHCP0206 + BHSP0206 ) + ( BHCP0508 + BHSP0508 ) + ( BHCP1275 ) 
BHC        Unconsolidated                391         ( BHCP0209 ) + ( BHCP0518 ) + ( BHCP1278 ) 
BHC        Unconsolidated                392         ( BHCP4073 + BHSP4073 ) 
BHC        Unconsolidated                403         ( BHCP4230 ) 
BHC        Unconsolidated                408         ( BHCP0208 ) + ( BHCP0515 ) + ( BHCP1277 ) 
BHC        Unconsolidated                423         ( BHCP4091 ) 
BHC        Unconsolidated                435         ( BHCP0447 + BHSP0447 ) 
BHC        Unconsolidated                453         ( BHCP4135 ) 
BHC        Unconsolidated                464         ( BHCP0522 ) 
BHC        Unconsolidated                486         ( BHCP4250 + BHSP4250 ) 
BHC        Unconsolidated                488         ( BHCP4302 + BHSP4302 ) 
BHC        Unconsolidated                494         ( BHCP4320 )
BHC        Unconsolidated                497         - ( BHCP3156 + BHSP3156 ) 
BHC        Unconsolidated                498         - ( BHCP3147 ) - ( BHCP3513 + BHSP3513 )
BHC        Unconsolidated                500         ( BHCP4340 + BHSP4340 ) 
BHC        Unconsolidated                612         ( BHCP4340 + BHSP4340 ) 
BHC        Unconsolidated                616         ( BHCP3618 ) 
BHC        Unconsolidated                627         ( BHCP3613 ) 
BHC        Unconsolidated                630         ( BHCP3612 ) 
BHC        Unconsolidated                633         ( BHCP3611 ) 
BHC        Unconsolidated                643         ( BHCP3614 + BHCP3617 ) 
BHC        Unconsolidated                651         ( BHCP3616 ) 
BHC        Unconsolidated                658         ( BHCP3615 ) 
BHC        Unconsolidated                666         ( BHCP3619 ) 
BHC        Unconsolidated                669         ( BHCP6552 )
BHC        Unconsolidated                672         ( BHCP6567 ) 
BHC        Unconsolidated                673         - ( BHCP6571 )
BHC        Unconsolidated                674         ( BHCP6573 ) 
BHC        Unconsolidated                683         ( BHCPF737 ) + ( BHCPF817 )
BHC        Unconsolidated                689         ( BHCP6588 ) 
BHC        Unconsolidated                691         ( BHCP6589 ) 
BHC        Unconsolidated                692         ( BHCPF818 ) 
BHC        Unconsolidated                699         - ( BHCP6604 )
BHC        Unconsolidated                700         ( BHCP6600 ) 
BHC        Unconsolidated                701         ( BHCP6607 ) 
BHC        Unconsolidated                702         ( BHCP6619 ) 
BHC        Unconsolidated                704         - ( BHCP8518 )
BHC        Unconsolidated                705         ( BHCP6741 )
BHC        Unconsolidated                707         ( BHCP6592 ) - ( BHCP6596 ) + ( BHCP6743 ) 
BHC        Unconsolidated                713         - ( BHCP6742 )
BHC        Unconsolidated                718         ( BHCP6744 ) 
BHC        Unconsolidated                719         ( BHCP6758 ) 
BHC        Unconsolidated                722         ( BHCP6773 ) 
BHC        Unconsolidated                723         ( BHCP6775 ) 
BHC        Unconsolidated                737         ( BHCP0087 + BHSP0087 ) + ( BHCP0201 + BHSP0201 ) + ( BHCP0202 + BHSP0202 ) + ( BHCP0203 ) + ( BHCP0536 ) + ( BHCP1273 ) + ( BHCP3238 + BHSP3238 ) + ( BHCP4485 ) + ( BHCP3239 )
BHC        Unconsolidated                1009       ( BHCP1403 ) 
BHC        Unconsolidated                1010       ( BHCP1407 ) 
BHC        Unconsolidated                1011       ( BHCP1616 ) + ( BHCPK297 ) 
BHC        Unconsolidated                1034       ( BHCP4635 ) 
BHC        Unconsolidated                1040       ( BHCP4605 ) 
BHC        Unconsolidated                1057       ( BHCP3164 ) 
BHC        Unconsolidated                1758       ( BHCP2123 ) 
BHC        Unconsolidated                2353       ( BHCP0416 + BHSP0416 ) 
BHC        Unconsolidated                3463       ( BHCP2309 + BHSP2309 ) + ( BHCP2332 ) + ( BHCP3409 ) 
BHC        Unconsolidated                3466       ( BHCPF819 + BHSPF819 ) 
BHC        Unconsolidated                3474       ( BHCPF820 + BHSPF820 ) 
BHC        Unconsolidated                7479       ( BHCP3602 + BHSP3602 ) 
BHC        Unconsolidated                7487       ( BHCP1275 ) 
